Model,Config,Val_Accuracy,Val_Macro_F1,Val_WLogLoss,Test_Accuracy,Test_Macro_F1,Test_Weighted_LogLoss
MOMENT_FineTune,unfreeze4blocks_MLP256_headLR0.0003_warmup15ep,0.34146341463414637,0.2989102173710565,1.6130632974425025,0.3442822384428224,0.3065038046331982,1.6882305517744276
MOMENT_FineTune,unfreeze4blocks_MLP256_headLR0.0003_warmup15ep (retrain train+val),,0.2989102173710565,,0.589213300892133,0.40437243756790836,3.944904511700703
